gene_id_(GENCODE vM10)	gene_short_name	locus	DRG_normal_input1_TPM	DRG_normal_input2_TPM	DRG_normal_input3_TPM	DRG_normal_input4_TPM	DRG_normal_TRAP1 _TPM	DRG_normal_TRAP2_TPM	DRG_normal_TRAP3_TPM	DRG_normal_TRAP4_TPM	DRG_CIPN_input5_TPM	DRG_CIPN_input6_TPM	DRG_CIPN_input7_subsample1_TPM	DRG_CIPN_input7_subsample2_TPM	MERGED_DRG_CIPN_input7_TPM	DRG_CIPN_input8_TPM	DRG_CIPN_TRAP5_TPM	DRG_CIPN_TRAP6_TPM	DRG_CIPN_TRAP7_subsample1_TPM	DRG_CIPN_TRAP7_subsample2_TPM	MERGED_DRG_CIPN_TRAP7_TPM	DRG_CIPN_TRAP8_TPM
ENSMUSG00000000708.14	Kat2b	chr17:53566860-53672720	147.70	59.70	90.69	133.15	39.11	26.65	42.00	63.63	66.20	74.69	73.19	60.79	65.35	68.24	22.01	18.55	54.19	41.33	44.64	35.17
ENSMUSG00000000711.2	Rab5b	chr10:128677192-128696268	104.49	99.79	177.44	116.97	63.01	65.46	90.92	46.55	189.91	202.41	175.71	163.16	167.77	129.43	176.57	164.61	91.31	100.84	98.38	142.11
ENSMUSG00000000724.10	Cryba1	chr11:77686154-77741921	1.53	1.33	1.52	1.88	0.05	0.93	1.50	6.20	2.15	1.29	2.93	2.19	2.46	2.14	0.39	6.02	0.66	2.41	1.96	2.84
ENSMUSG00000000730.13	Dnmt3l	chr10:78030021-78063622	0.00	0.00	0.00	0.00	0.00	0.00	1.91	0.00	0.31	0.24	0.00	0.63	0.40	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000731.15	Aire	chr10:78030021-78063622	1.32	0.00	0.07	0.70	0.00	0.00	0.00	0.00	0.82	0.00	0.00	1.41	0.89	0.76	0.00	0.00	14.72	0.00	3.79	0.00
ENSMUSG00000000732.8	Icosl	chr10:78069359-78079525	4.80	2.67	3.11	5.63	0.00	0.00	0.83	4.35	2.45	1.78	3.20	7.81	6.12	9.64	9.11	5.47	0.00	0.00	0.00	1.80
ENSMUSG00000000738.17	Spg7	chr8:119910359-124345724	57.12	32.87	50.43	133.38	42.40	31.47	52.76	92.09	36.58	41.27	63.86	49.23	54.61	59.06	64.98	35.01	54.28	54.61	54.53	56.45
ENSMUSG00000000739.13	Sult5a1	chr8:119910359-124345724	1.04	0.39	0.28	0.47	0.00	2.33	0.00	0.00	0.61	0.97	0.67	1.09	0.94	0.61	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000740.11	Rpl13	chr8:119910359-124345724	200.93	220.61	176.62	179.33	174.41	224.71	192.91	272.26	255.70	245.63	289.44	338.05	320.17	317.01	182.93	310.89	357.93	333.22	339.59	327.53
ENSMUSG00000000743.8	Chmp1a	chr8:119910359-124345724	151.52	175.96	155.69	124.71	410.97	320.72	211.19	169.95	173.47	175.41	110.39	100.80	104.33	118.88	270.80	196.62	111.37	171.30	155.85	136.06
ENSMUSG00000000751.13	Rpa1	chr11:75298165-75348324	94.20	102.93	88.76	62.12	56.77	132.71	76.04	37.17	57.92	70.00	103.99	72.05	83.79	69.46	95.46	146.58	105.28	71.71	80.36	89.54
ENSMUSG00000000753.15	Serpinf1	chr11:75409768-75422701	19.76	29.42	23.90	7.27	39.61	13.83	28.52	5.36	26.87	17.62	17.86	22.35	20.70	18.51	30.40	36.13	45.00	50.38	48.99	17.02
ENSMUSG00000000759.14	Tubgcp3	chr8:12614276-12679229	77.29	56.25	83.02	67.28	17.36	27.62	45.72	30.31	98.89	104.52	87.19	92.83	90.76	74.51	40.23	13.39	30.75	14.52	18.71	26.48
ENSMUSG00000000766.18	Oprm1	chr10:6740628-7052478	2.09	0.78	1.04	2.34	0.00	0.07	3.31	0.33	1.94	2.10	3.20	1.41	2.07	0.46	0.00	0.00	0.00	0.00	0.00	0.95
ENSMUSG00000000776.12	Polr3d	chr14:70438747-70443471	34.51	36.87	32.39	45.94	51.53	31.09	46.96	57.77	33.00	28.62	35.20	41.88	39.42	37.79	54.31	62.02	48.47	16.85	25.00	33.66
ENSMUSG00000000782.15	Tcf7	chr11:51949881-52286179	2.50	1.80	0.21	3.05	0.00	8.24	0.00	0.00	1.23	1.46	1.33	0.47	0.79	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000787.12	Ddx3x	chrX:13280969-13294052	1294.22	1026.51	1386.66	1058.13	381.73	398.50	694.21	269.74	1386.91	1622.34	1025.36	694.98	816.45	727.04	669.60	827.70	655.87	464.35	513.71	663.01
ENSMUSG00000000791.8	Il12rb1	chr8:70808448-70821424	0.14	0.08	0.35	0.00	0.00	0.00	1.24	0.00	0.41	0.00	0.80	0.00	0.29	0.15	2.56	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000792.2	Slc5a5	chr8:70882888-70892757	30.68	31.77	44.48	32.35	29.43	16.81	40.04	8.37	29.52	29.83	33.73	22.19	26.43	31.98	52.55	33.75	0.00	8.63	6.41	23.92
ENSMUSG00000000794.9	Kcnn3	chr3:89520163-89675132	6.54	1.73	3.52	8.44	0.05	0.11	0.00	3.52	4.70	5.01	5.47	3.44	4.18	1.84	0.07	0.00	70.41	0.00	18.15	1.23
ENSMUSG00000000804.14	Usp32	chr11:84984441-85140161	102.13	114.54	117.21	97.05	43.65	119.70	103.94	80.37	139.75	125.45	140.52	108.93	120.54	109.39	99.26	27.42	54.19	57.35	56.53	92.95
ENSMUSG00000000805.18	Car4	chr11:84957785-84966044	0.63	1.26	2.14	0.94	2.49	0.07	0.00	0.00	2.35	2.67	0.93	0.78	0.84	2.45	0.00	0.00	0.00	3.07	2.28	0.00
ENSMUSG00000000811.13	Txnrd3	chr6:89643987-89675529	13.77	26.99	17.47	7.27	3.59	20.91	30.79	7.87	17.67	9.22	16.66	7.81	11.07	8.11	2.03	16.38	0.09	10.96	8.16	11.44
ENSMUSG00000000817.10	Fasl	chr1:161780688-161788495	0.00	0.00	0.35	0.23	0.00	0.00	0.00	0.00	0.41	0.24	0.00	0.31	0.20	0.31	0.00	0.00	0.00	0.00	0.00	0.09
ENSMUSG00000000823.16	Zfp512b	chr2:181569148-181655660	5.77	20.63	11.53	5.39	23.25	7.68	8.42	6.36	8.58	8.00	9.20	12.19	11.09	10.25	0.92	0.12	1.41	9.46	7.39	10.50
ENSMUSG00000000826.16	Dnajc5	chr2:181520484-181555133	63.52	131.87	131.03	75.25	26.24	37.91	136.95	41.02	165.19	155.61	178.78	180.97	180.17	166.00	210.64	186.28	297.37	227.98	245.87	171.71
ENSMUSG00000000827.18	Tpd52l2	chr2:181497141-181517966	67.48	82.92	56.84	44.30	25.29	44.77	67.52	61.95	56.19	58.85	47.73	69.70	61.62	71.45	63.09	107.33	102.19	56.68	68.41	87.37
ENSMUSG00000000838.17	Fmr1	chrX:68678484-68717963	135.66	84.88	116.31	114.16	61.96	41.45	66.13	66.98	132.91	129.66	114.79	105.80	109.11	105.87	55.63	32.07	41.44	19.42	25.09	84.15
ENSMUSG00000000861.15	Bcl11a	chr11:24078055-24174123	6.68	4.71	10.98	9.61	0.05	7.53	8.52	5.69	9.09	10.43	6.13	5.78	5.91	5.66	9.70	11.28	28.87	10.71	15.39	1.13
ENSMUSG00000000869.12	Il4	chr11:53602981-53618669	0.28	0.08	0.21	0.00	0.00	0.00	0.00	0.00	0.20	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000876.11	Pxmp4	chr2:154585757-154603708	11.48	6.98	12.02	7.27	0.40	3.09	14.83	7.70	13.69	10.59	22.40	18.75	20.09	12.09	0.33	5.35	0.56	8.30	6.31	10.97
ENSMUSG00000000881.12	Dlg3	chrX:100767721-100818410	17.04	10.90	11.19	16.88	8.28	8.80	5.37	8.37	24.82	17.62	17.73	13.13	14.82	10.10	6.81	0.00	0.09	5.56	4.15	7.28
ENSMUSG00000000884.16	Gnb1l	chr16:18498767-18566679	4.04	3.22	4.49	2.11	0.10	7.98	7.23	1.84	4.80	3.72	1.47	5.47	4.00	4.74	0.00	3.03	0.00	5.64	4.19	1.13
ENSMUSG00000000889.8	Dbh	chr2:27165232-27183200	0.90	0.39	1.59	0.00	0.00	0.04	1.86	0.00	4.09	2.83	0.00	1.25	0.79	2.91	0.00	5.69	0.00	0.00	0.00	0.47
ENSMUSG00000000901.15	Mmp11	chr10:75923221-75932502	0.00	0.47	1.04	0.23	0.00	0.11	0.00	1.17	1.74	1.46	2.67	2.19	2.36	1.68	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000902.13	Smarcb1	chr10:75896768-75921617	26.37	35.15	56.43	35.86	36.07	37.72	36.89	57.10	51.28	46.80	79.72	112.52	100.46	130.81	73.12	34.85	1.22	83.74	62.47	116.21
ENSMUSG00000000903.3	Vpreb3	chr10:75943056-75949657	0.00	2.04	0.14	0.94	0.05	0.04	0.00	0.00	2.04	0.40	1.87	1.72	1.77	0.31	0.00	6.91	0.00	0.00	0.00	1.70
ENSMUSG00000000915.15	Hip1r	chr5:123973627-124032270	26.78	26.14	43.03	25.53	42.65	41.87	35.23	45.04	26.04	26.15	20.08	24.41	22.82	34.61	44.08	38.82	34.97	19.46	23.46	34.81
ENSMUSG00000000916.15	Nsun5	chr5:135369952-135394546	0.83	3.22	3.80	1.64	4.39	0.19	1.34	0.00	2.04	1.94	1.20	3.75	2.81	3.82	0.00	0.00	0.00	0.00	0.00	3.78
ENSMUSG00000000934.8	Top1mt	chr15:75657034-75678800	12.87	13.34	5.18	6.56	18.66	0.41	13.07	23.61	5.62	7.84	11.20	3.91	6.59	3.21	2.49	0.00	0.56	7.14	5.44	4.92
ENSMUSG00000000938.11	Hoxa10	chr6:52231196-52240854	54.13	31.46	33.43	42.43	13.72	15.10	30.48	43.53	23.09	32.41	36.26	22.66	27.66	17.59	17.95	23.75	0.09	14.03	10.44	11.63
ENSMUSG00000000942.10	Hoxa4	chr6:52162416-52221854	6.54	4.86	8.56	11.49	0.30	8.87	6.25	9.38	10.32	10.75	5.73	10.00	8.43	9.03	19.46	0.00	38.16	3.07	12.11	2.55
ENSMUSG00000000948.16	Gm38393	chr7:59937370-60140219	25.30	11.43	18.49	27.09	19.44	6.54	0.47	11.89	14.98	16.46	19.71	12.05	14.86	7.54	2.10	0.67	20.53	17.85	18.54	6.92
ENSMUSG00000000957.9	Mmp14	chr14:54431611-54441265	44.94	17.10	53.94	50.87	18.31	28.18	17.62	39.68	22.58	25.06	46.53	30.47	36.38	21.27	16.45	10.58	34.03	7.64	14.44	14.18
ENSMUSG00000000958.9	Slc7a7	chr14:54360840-54417780	13.43	32.71	24.80	24.38	39.81	41.86	54.24	21.60	26.15	26.68	29.06	47.67	40.83	43.76	39.18	76.18	154.31	129.47	135.87	118.95
ENSMUSG00000000959.6	Oxa1l	chr14:54360840-54417780	19.90	17.26	22.66	21.80	0.55	1.12	17.56	7.37	22.58	26.27	32.13	34.54	33.65	30.75	51.37	61.53	1.97	10.71	8.45	25.81
ENSMUSG00000000976.13	Heatr6	chr11:83753695-83783754	28.38	30.52	26.87	22.74	4.64	1.71	18.18	38.18	28.60	25.14	30.00	24.07	26.25	23.87	12.45	14.31	26.91	18.92	20.98	25.81
ENSMUSG00000000982.5	Ccl3	chr11:83647843-83649355	0.00	0.00	0.28	0.00	0.00	0.00	0.36	0.00	0.00	0.00	1.73	0.31	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000000983.13	Wfdc18	chr11:83709014-83711348	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.10	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001014.5	Icam4	chr9:21029372-21030531	0.00	0.16	0.69	0.47	0.00	0.00	0.00	0.00	1.43	0.97	0.00	1.25	0.79	1.38	0.00	0.00	0.00	0.00	0.00	0.38
ENSMUSG00000001016.12	Ilf2	chr3:90476125-90491033	24.14	19.38	27.01	37.51	56.37	21.44	38.28	60.78	34.94	38.23	24.13	22.35	23.00	21.57	45.40	47.05	21.66	15.27	16.92	26.19
ENSMUSG00000001017.15	Chtop	chr3:90498955-90509498	137.75	123.87	158.65	75.95	125.61	127.12	103.58	47.72	123.61	141.54	132.65	105.80	115.67	108.17	88.97	133.55	42.37	126.32	104.68	92.57
ENSMUSG00000001018.15	Snapin	chr3:90476125-90491033	128.08	98.45	131.37	78.06	38.51	83.20	50.58	45.04	100.52	115.11	116.39	86.11	97.24	93.63	67.81	73.49	173.34	89.88	111.39	91.81
ENSMUSG00000001020.8	S100a4	chr3:90560555-90606045	57.40	73.19	89.17	94.94	54.33	31.83	63.54	54.75	119.22	111.71	97.46	191.91	157.18	178.70	110.79	73.00	71.62	76.94	75.57	103.44
ENSMUSG00000001021.12	S100a3	chr3:90560555-90606045	3.13	5.10	8.43	1.88	0.55	0.30	0.52	4.19	12.97	8.89	6.67	25.16	18.36	13.16	9.24	0.03	0.00	6.56	4.87	4.16
ENSMUSG00000001023.10	S100a5	chr3:90608522-90611780	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001025.8	S100a6	chr3:90612881-90624181	1399.89	3241.39	1961.32	1242.38	11498.31	11610.15	8568.43	4469.78	1278.32	1172.74	1080.29	1194.30	1152.38	1200.26	6604.39	6558.70	3614.77	2885.69	3073.59	3272.87
ENSMUSG00000001027.7	Scn4a	chr11:106349454-106353288	1.32	0.55	0.21	1.64	9.38	0.07	0.88	0.00	1.43	1.21	1.33	1.09	1.18	0.76	2.10	0.00	0.00	0.58	0.43	2.17
ENSMUSG00000001029.15	Icam2	chr11:106377655-106388075	1.11	2.28	1.24	2.34	0.05	0.19	1.81	0.17	2.55	3.88	2.13	5.47	4.24	4.59	10.22	0.03	0.00	4.56	3.39	4.35
ENSMUSG00000001034.17	Mapk7	chr11:61485430-61494406	8.97	6.20	13.33	7.74	17.66	0.48	13.07	0.17	7.46	8.81	6.00	10.94	9.12	9.79	12.84	0.00	2.16	9.63	7.70	10.12
ENSMUSG00000001036.17	Epn2	chr11:61517248-61579687	135.11	133.44	138.90	100.33	123.82	206.07	93.14	124.74	90.41	109.45	90.12	100.18	96.48	114.44	60.87	68.84	121.31	125.24	124.23	99.47
ENSMUSG00000001039.12	B9d1	chr11:61505143-61512931	4.66	3.37	5.18	2.58	0.20	0.15	0.00	0.33	2.76	3.07	2.40	2.50	2.46	3.21	9.11	5.26	0.00	8.38	6.22	1.61
ENSMUSG00000001052.15	Sec24b	chr3:129982758-130061553	42.65	26.83	42.89	34.46	6.93	1.53	7.80	14.73	38.92	31.93	38.26	40.79	39.86	40.70	24.50	31.97	0.09	19.25	14.32	13.33
ENSMUSG00000001053.15	N4bp3	chr11:51643062-51650842	1.95	1.18	4.08	2.81	5.09	0.22	1.50	3.52	5.62	2.67	3.07	2.19	2.51	4.28	14.55	0.00	0.00	0.08	0.06	2.84
ENSMUSG00000001054.9	Rmnd5b	chr11:51619734-51635896	11.76	28.32	8.50	2.11	0.30	0.67	3.72	6.36	10.11	5.90	18.40	12.35	14.57	11.63	0.39	0.06	28.69	0.08	7.45	8.51
ENSMUSG00000001056.3	Nhp2	chr11:51619734-51635896	24.14	18.44	26.25	40.79	30.73	51.85	55.07	53.08	26.66	25.06	18.26	35.16	28.95	35.19	39.64	37.48	0.19	46.31	34.42	74.51
ENSMUSG00000001062.17	Vps9d1	chr8:119910359-124345724	5.43	22.20	17.89	7.50	0.00	13.31	11.64	3.18	30.75	27.81	28.40	28.91	28.72	31.36	19.21	9.76	30.09	24.40	25.87	33.76
ENSMUSG00000001065.14	Zfp276	chr8:119910359-124345724	9.60	12.95	10.30	19.69	11.15	0.65	4.35	8.71	11.65	7.84	7.73	11.88	10.35	13.46	1.71	1.76	0.00	16.02	11.89	3.31
ENSMUSG00000001076.6	C1ql4	chr15:99084685-99087817	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.49	0.00	0.16	0.10	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001082.12	Mfsd10	chr5:34633641-34637212	5.50	14.59	5.39	2.34	19.51	24.12	5.27	1.34	9.30	9.30	7.07	12.19	10.31	9.79	16.77	14.24	15.47	18.67	17.85	16.74
ENSMUSG00000001089.14	Luzp1	chr4:136469760-136602723	106.09	63.39	123.36	131.74	170.26	77.24	102.85	200.26	106.76	116.32	107.86	103.15	104.88	99.45	54.05	89.99	106.22	82.33	88.49	92.85
ENSMUSG00000001095.5	Slc13a2	chr11:78394484-78422217	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001098.15	Kctd10	chr5:114289165-114380508	48.42	45.89	43.38	36.80	58.02	30.49	60.49	42.36	33.51	29.83	42.53	48.13	46.07	43.91	113.94	91.46	38.06	46.48	44.31	46.33
ENSMUSG00000001100.10	Poldip2	chr11:78512192-78522736	11.34	25.10	18.72	8.67	45.99	9.92	10.80	14.73	16.65	13.90	15.86	24.38	21.25	19.12	5.37	19.41	1.59	19.01	14.52	18.34
ENSMUSG00000001103.7	Sebox	chr11:78503446-78505081	0.21	0.16	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.08	0.13	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001105.15	Ift20	chr11:78536360-78541737	126.90	229.70	146.01	143.22	48.59	80.44	91.85	103.14	269.90	238.70	249.57	270.21	262.62	303.85	163.73	193.83	281.43	336.87	322.58	328.20
ENSMUSG00000001119.7	Col6a1	chr10:76708791-76726168	15.10	5.96	6.98	13.36	14.52	0.34	4.24	11.39	12.46	11.24	26.53	20.16	22.50	16.98	7.99	0.00	0.19	12.62	9.41	13.24
ENSMUSG00000001120.15	Pcbp3	chr10:76761856-76961887	87.80	194.48	154.86	63.29	120.53	167.45	240.37	154.21	150.99	148.09	128.79	96.74	108.52	87.06	289.26	247.54	488.52	182.01	261.00	171.71
ENSMUSG00000001123.15	Lgals9	chr11:78962973-78984946	6.75	16.24	11.26	1.88	12.97	2.72	2.32	0.33	11.03	6.06	12.80	10.00	11.03	9.49	15.00	10.94	0.09	10.96	8.16	12.48
ENSMUSG00000001127.12	Araf	chrX:20797813-20921004	129.96	172.20	94.56	59.77	55.02	70.60	29.81	39.18	85.30	83.02	66.13	80.95	75.50	83.38	83.93	66.58	90.09	41.25	53.84	59.85
ENSMUSG00000001128.7	Cfp	chrX:20925453-20931555	1.25	1.02	2.83	1.41	2.34	0.15	0.00	0.67	1.23	2.34	1.20	1.41	1.33	1.53	0.00	0.00	0.00	0.00	0.00	1.89
ENSMUSG00000001131.11	Timp1	chrX:20797813-20921004	2.85	0.47	0.35	2.58	0.05	0.11	0.05	0.00	1.53	1.78	0.00	2.34	1.48	1.84	0.00	0.00	0.00	0.00	0.00	1.89
ENSMUSG00000001134.9	Uxt	chrX:20933394-20986737	4.45	4.86	3.38	1.64	9.03	0.22	7.49	1.17	3.27	2.43	6.00	4.53	5.07	4.28	2.56	0.00	0.00	12.03	8.93	6.24
ENSMUSG00000001138.13	Cnnm3	chr1:36511866-36528237	14.75	20.71	18.37	9.61	15.22	1.30	14.72	1.00	33.81	31.77	36.93	33.91	35.02	28.76	26.60	12.04	31.69	35.02	34.16	27.04
ENSMUSG00000001143.13	Lman2l	chr1:36372290-36445271	21.57	18.75	33.22	55.56	67.15	14.17	27.02	36.33	44.23	45.91	43.60	59.07	53.38	42.69	20.44	3.30	0.94	35.44	26.55	31.30
ENSMUSG00000001150.6	Mcm3ap	chr10:76449080-76515856	15.79	21.89	21.34	18.05	0.25	28.00	23.76	14.23	21.56	21.34	28.80	18.75	22.45	16.06	12.84	15.28	0.09	12.53	9.33	23.07
ENSMUSG00000001151.9	Pcnt	chr10:76351253-76442912	29.15	20.16	32.19	33.29	18.61	11.74	25.78	33.15	40.35	46.24	34.66	51.57	45.36	40.39	30.53	22.83	0.28	38.43	28.60	28.27
ENSMUSG00000001155.13	Ftcd	chr10:76575647-76590338	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	1.66	1.23	0.00
ENSMUSG00000001156.9	Mxd1	chr6:86647041-86669161	6.96	5.33	11.19	5.86	6.09	6.71	5.94	7.03	18.59	16.73	13.60	16.25	15.28	13.16	12.58	11.98	0.00	7.88	5.85	4.25
ENSMUSG00000001157.13	Gmcl1	chr6:86691767-86733383	260.54	183.26	214.88	358.65	121.27	151.68	221.31	150.19	230.16	256.97	191.58	208.01	201.97	220.47	132.15	204.07	141.75	201.18	185.86	205.65
ENSMUSG00000001158.13	Snrnp27	chr6:86675150-86684522	31.17	97.59	60.64	32.35	91.69	118.92	85.19	83.55	67.63	65.96	47.46	55.48	52.53	55.54	136.74	95.01	182.62	76.94	104.17	71.67
ENSMUSG00000001166.17	Oas1c	chr5:120777795-120812514	15.93	20.55	19.34	22.74	18.66	6.78	31.51	44.20	23.80	22.23	14.93	25.32	21.50	16.06	11.92	1.71	17.44	29.63	26.49	25.25
ENSMUSG00000001168.16	Oas1h	chr5:120861420-120873506	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001173.15	Ocrl	chrX:47912386-47965868	106.65	78.53	108.58	80.17	57.92	14.24	69.12	49.73	67.53	73.72	69.06	52.20	58.40	59.21	60.54	51.57	65.62	52.62	55.97	34.32
ENSMUSG00000001175.13	Calm1	chr12:100199434-100209814	1367.47	2602.95	2056.77	1391.46	2070.12	2251.41	2397.04	2103.86	1960.44	1883.03	2480.00	1977.89	2162.51	1719.23	3176.99	3509.37	3821.19	3070.27	3263.80	2392.01
ENSMUSG00000001211.14	Agpat3	chr10:78269177-78352489	57.74	76.72	90.76	72.90	78.52	51.82	69.79	62.96	104.00	104.11	84.52	104.55	97.19	99.91	61.19	64.13	14.72	84.74	66.69	75.83
ENSMUSG00000001225.12	Slc26a3	chr12:31390870-31473917	0.14	0.16	0.14	0.23	0.05	0.07	0.15	2.85	0.00	0.16	0.00	0.00	0.00	0.00	0.07	0.31	0.00	0.00	0.00	0.38
ENSMUSG00000001227.11	Sema6b	chr17:56123084-56140343	0.00	0.24	0.35	0.00	0.00	0.07	0.15	0.00	0.72	1.29	0.40	0.00	0.15	0.15	0.07	0.00	0.00	0.00	0.00	1.13
ENSMUSG00000001228.14	Uhrf1	chr17:56303320-56323486	3.69	2.82	1.73	5.39	13.72	0.22	0.00	0.00	4.70	4.77	6.53	3.44	4.58	4.28	0.07	0.00	0.00	2.24	1.66	1.32
ENSMUSG00000001229.7	Dpp9	chr17:56186681-56218889	10.51	16.08	20.38	13.13	0.20	10.96	1.34	7.70	24.52	22.07	32.66	24.85	27.72	22.49	18.93	2.57	28.59	12.62	16.73	19.95
ENSMUSG00000001240.13	Ramp2	chr11:101246027-101259549	16.98	8.63	27.01	17.35	4.49	0.52	14.52	2.85	17.37	17.68	18.40	27.97	24.45	39.93	2.62	9.84	0.09	13.86	10.31	16.74
ENSMUSG00000001247.16	Lsr	chr7:30916982-30973464	6.82	1.96	7.81	6.33	5.94	4.77	2.17	0.00	8.38	9.46	7.20	11.72	10.06	10.56	2.88	0.00	0.00	10.62	7.89	6.05
ENSMUSG00000001248.14	Gramd1a	chr7:31130126-31170641	96.49	55.70	92.55	213.08	43.15	93.72	105.65	96.78	59.87	78.00	74.79	91.89	85.61	104.19	47.83	48.57	45.00	45.48	45.36	86.61
ENSMUSG00000001249.14	Hpn	chr7:31098724-31115290	1.18	0.24	0.48	1.41	0.05	0.00	0.00	0.00	0.51	0.24	0.00	0.31	0.20	0.00	2.88	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000001260.10	Gabrg1	chr5:70751046-70842617	117.09	51.86	61.75	86.97	1.55	3.50	2.94	23.94	70.39	85.60	53.86	39.07	44.51	53.24	11.66	2.87	0.09	8.22	6.12	16.55
ENSMUSG00000001270.8	Ckb	chr12:111669354-111672338	2554.35	958.73	1721.43	2953.11	3187.02	2094.28	2039.35	3924.60	778.45	958.61	896.70	944.25	926.77	1129.11	799.26	877.65	495.93	433.64	449.70	734.21
ENSMUSG00000001280.12	Sp1	chr15:102406142-102436404	37.36	27.54	51.80	38.21	6.93	24.79	17.87	23.78	70.80	66.04	54.13	71.26	64.96	53.70	4.13	36.07	5.34	42.82	33.16	21.84
ENSMUSG00000001281.9	Itgb7	chr15:102215994-102231935	1.11	0.78	1.80	0.23	0.05	0.04	0.00	0.00	2.15	1.05	3.20	3.91	3.65	1.84	0.07	4.16	0.00	0.00	0.00	2.46
ENSMUSG00000001285.12	Myg1	chr15:102326115-102338139	2.85	4.24	3.11	1.88	11.42	7.42	8.73	2.34	4.09	3.64	4.40	5.47	5.08	6.73	8.06	28.15	6.09	30.87	24.49	13.71
ENSMUSG00000001288.14	Rarg	chr15:102234937-102257517	22.82	19.85	23.07	18.52	19.85	22.74	34.87	32.48	17.16	16.98	28.53	29.07	28.87	29.53	24.77	28.06	57.28	44.82	48.03	25.91
ENSMUSG00000001289.12	Pfdn5	chr15:102326115-102338139	287.95	249.08	211.08	293.25	477.96	533.85	418.29	574.48	191.75	207.02	234.11	224.73	228.18	182.83	282.65	358.51	224.72	263.17	253.26	350.32
ENSMUSG00000001300.16	Efnb2	chr8:8617433-8661242	17.81	12.16	38.68	20.63	16.31	9.92	15.24	14.90	34.43	31.85	38.40	24.69	29.73	24.79	3.73	4.25	60.56	19.67	30.21	9.27
ENSMUSG00000001305.5	Rrp15	chr1:186720977-186749358	5.70	4.55	8.91	8.67	5.49	7.72	10.95	10.21	7.97	6.71	17.33	10.63	13.09	17.14	0.13	0.12	0.66	18.76	14.09	11.54
ENSMUSG00000001313.12	Rnd2	chr11:101458744-101471853	3.13	1.02	2.49	2.11	0.15	0.15	1.60	0.00	3.06	3.56	2.93	3.28	3.15	3.06	0.98	0.79	0.00	4.15	3.08	2.27
ENSMUSG00000001323.17	Srr	chr11:74898070-75164448	28.94	44.56	40.54	28.60	3.89	39.48	9.35	13.40	35.24	35.32	45.33	39.38	41.57	34.88	0.98	6.60	71.16	22.16	34.79	30.16
ENSMUSG00000001333.9	Sync	chr4:129287616-129335370	1.18	5.10	1.45	1.88	0.05	1.45	3.20	1.84	2.25	3.88	1.87	0.78	1.18	1.99	5.50	4.98	42.75	0.00	11.02	1.80
ENSMUSG00000001334.9	Fndc5	chr4:129136998-129144593	45.57	41.58	82.26	30.94	3.14	13.46	56.88	15.91	67.32	95.22	70.26	45.32	54.49	51.41	50.91	85.56	40.59	52.70	49.58	88.12
ENSMUSG00000001348.14	Acp5	chr9:22126730-22135746	1.95	3.29	3.04	0.94	0.05	0.11	6.77	0.00	5.72	5.90	2.93	5.63	4.64	7.19	0.07	0.00	0.00	0.00	0.00	2.46
ENSMUSG00000001349.4	Cnn1	chr9:22099280-22109630	2.30	2.20	5.39	6.33	0.05	0.19	2.53	3.01	4.19	3.15	7.07	12.97	10.80	7.04	0.66	0.00	13.50	0.00	3.48	0.95
ENSMUSG00000001366.14	Fbxo9	chr9:78081498-78109065	119.38	174.71	143.25	83.45	101.77	101.17	106.73	59.78	124.33	111.15	135.05	110.80	119.72	126.07	140.73	269.92	449.62	199.27	263.79	139.47
ENSMUSG00000001376.17	Vps50	chr6:3498381-3603531	104.43	72.33	58.16	49.46	20.80	50.70	21.03	55.09	80.50	78.65	57.99	46.73	50.87	45.44	31.71	35.40	54.47	27.72	34.61	39.90
