""	"Gene.name"	"logFC"	"logCPM"	"F"	"PValue"	"Gene.type"	"Gene.description"	"NCBI.gene..formerly.Entrezgene..ID"	"de"
"ENSMUSG00000028998.6"	"Tomm7"	1.44607861155006	8.44390171027384	19.3184653089404	8.06287368332206e-05	"protein_coding"	"translocase of outer mitochondrial membrane 7 [Source:MGI Symbol;Acc:MGI:1913419]"	66169	"up"
"ENSMUSG00000013787.15"	"Ehmt2"	-1.70056103230215	6.33610198437925	19.3130820067567	8.07813985711901e-05	"protein_coding"	"euchromatic histone lysine N-methyltransferase 2 [Source:MGI Symbol;Acc:MGI:2148922]"	110147	"down"
"ENSMUSG00000070934.6"	"Rraga"	1.73468731264988	7.72351705350647	20.3516331540263	8.37125083623039e-05	"protein_coding"	"Ras-related GTP binding A [Source:MGI Symbol;Acc:MGI:1915691]"	68441	"up"
"ENSMUSG00000020048.13"	"Hsp90b1"	-1.28232706356944	10.170367992262	19.184530292756	8.45189199256257e-05	"protein_coding"	"heat shock protein 90, beta (Grp94), member 1 [Source:MGI Symbol;Acc:MGI:98817]"	22027	"down"
"ENSMUSG00000029440.15"	"Psmd9"	-2.10172860926584	5.63460941803631	19.0520252140107	8.85627745347608e-05	"protein_coding"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9 [Source:MGI Symbol;Acc:MGI:1914401]"	67151	"down"
"ENSMUSG00000001105.15"	"Ift20"	1.43382031090569	7.34099948422188	19.0414121604863	8.88953748614885e-05	"protein_coding"	"intraflagellar transport 20 [Source:MGI Symbol;Acc:MGI:1915585]"	55978	"up"
"ENSMUSG00000009549.14"	"Srp14"	1.30981804855993	8.16560322529373	19.026513583521	8.93645021183033e-05	"protein_coding"	"signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]"	20813	"up"
"ENSMUSG00000002395.14"	"Use1"	1.64691311345749	6.98538918650449	18.9965256230763	9.031669752125e-05	"protein_coding"	"unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]"	67023	"up"
"ENSMUSG00000023104.9"	"Rfc2"	-1.45610827635443	6.89846670826813	18.9046022274829	9.33027425604277e-05	"protein_coding"	"replication factor C (activator 1) 2 [Source:MGI Symbol;Acc:MGI:1341868]"	19718	"down"
"ENSMUSG00000063659.11"	"Zbtb18"	-1.78700182281407	6.03951915208878	18.8184067848014	9.61973882411401e-05	"protein_coding"	"zinc finger and BTB domain containing 18 [Source:MGI Symbol;Acc:MGI:1353609]"	30928	"down"
"ENSMUSG00000008036.11"	"Ap2s1"	-1.90001416214131	7.99643903149203	21.0329303562569	9.8115080733116e-05	"protein_coding"	"adaptor-related protein complex 2, sigma 1 subunit [Source:MGI Symbol;Acc:MGI:2141861]"	232910	"down"
"ENSMUSG00000038615.17"	"Nfe2l1"	-1.37225471217775	9.62092542848156	18.7366530674826	9.90304671005602e-05	"protein_coding"	"nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]"	18023	"down"
"ENSMUSG00000041303.7"	"Gtf3c3"	-1.97521590624752	5.65006654675587	18.6630901825509	0.000101654942611211	"protein_coding"	"general transcription factor IIIC, polypeptide 3 [Source:MGI Symbol;Acc:MGI:2138383]"	98488	"down"
"ENSMUSG00000025871.18"	"4833439L19Rik"	2.03052930950616	5.85930540155077	18.6333149371958	0.000102737983723147	"protein_coding"	"RIKEN cDNA 4833439L19 gene [Source:MGI Symbol;Acc:MGI:1921162]"	97820	"up"
"ENSMUSG00000061474.11"	"Mrps36"	2.53238745325454	5.35445798082215	18.8153737320551	0.000104790167184875	"protein_coding"	"mitochondrial ribosomal protein S36 [Source:MGI Symbol;Acc:MGI:1913378]"	66128	"up"
"ENSMUSG00000001983.7"	"Taco1"	-2.64075418721361	4.86909899774218	18.5417502139294	0.000106145463639452	"protein_coding"	"translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]"	70207	"down"
"ENSMUSG00000068263.11"	"Efcc1"	3.09812726953673	4.63630143932628	18.460520401143	0.000109268146457384	"protein_coding"	"EF hand and coiled-coil domain containing 1 [Source:MGI Symbol;Acc:MGI:3611451]"	58229	"up"
"ENSMUSG00000060860.8"	"Ube2s"	-1.76175231159008	7.50707425865839	19.6835128571226	0.000109594755331948	"protein_coding"	"ubiquitin-conjugating enzyme E2S [Source:MGI Symbol;Acc:MGI:1925141]"	77891	"down"
"ENSMUSG00000031807.10"	"Pgls"	-1.37503547483824	8.21040936038971	18.4510556228609	0.000109638248916271	"protein_coding"	"6-phosphogluconolactonase [Source:MGI Symbol;Acc:MGI:1913421]"	66171	"down"
"ENSMUSG00000037742.14"	"Eef1a1"	1.41569071523478	9.54559241599658	18.5374911084677	0.000109863593833498	"protein_coding"	"eukaryotic translation elongation factor 1 alpha 1 [Source:MGI Symbol;Acc:MGI:1096881]"	13627	"up"
"ENSMUSG00000029223.12"	"Uchl1"	-1.60224104878623	13.7729637128737	20.1085125699418	0.000112729061216972	"protein_coding"	"ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]"	22223	"down"
"ENSMUSG00000026150.14"	"Mff"	1.42720957097058	6.97155851016998	18.3565822117783	0.000113405746471673	"protein_coding"	"mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]"	75734	"up"
"ENSMUSG00000028465.16"	"Tln1"	-1.37099743902529	7.20224848180511	18.3505097551846	0.000113652533501068	"protein_coding"	"talin 1 [Source:MGI Symbol;Acc:MGI:1099832]"	21894	"down"
"ENSMUSG00000015094.16"	"Npdc1"	1.34047467026211	7.44471315673586	18.3393994202019	0.000114105529185299	"protein_coding"	"neural proliferation, differentiation and control 1 [Source:MGI Symbol;Acc:MGI:1099802]"	18146	"up"
"ENSMUSG00000029088.16"	"Kcnip4"	1.5837803746038	6.53222209855009	18.333307766443	0.000114354708775754	"protein_coding"	"Kv channel interacting protein 4 [Source:MGI Symbol;Acc:MGI:1933131]"	80334	"up"
"ENSMUSG00000048000.15"	"Gigyf2"	-1.61562961710861	6.86241681459482	18.3160695537021	0.000115062954007856	"protein_coding"	"GRB10 interacting GYF protein 2 [Source:MGI Symbol;Acc:MGI:2138584]"	227331	"down"
"ENSMUSG00000027430.12"	"Dtd1"	1.75068780494882	6.46704242505968	18.2630558194434	0.000117270202610144	"protein_coding"	"D-tyrosyl-tRNA deacylase 1 [Source:MGI Symbol;Acc:MGI:1913294]"	66044	"up"
"ENSMUSG00000000826.16"	"Dnajc5"	1.59688742919215	7.00447025851499	18.1614321683755	0.00012162714058481	"protein_coding"	"DnaJ heat shock protein family (Hsp40) member C5 [Source:MGI Symbol;Acc:MGI:892995]"	13002	"up"
"ENSMUSG00000035048.13"	"Anapc13"	3.43423011012512	4.32638223124835	18.140020337138	0.000122566722486218	"protein_coding"	"anaphase promoting complex subunit 13 [Source:MGI Symbol;Acc:MGI:1916260]"	69010	"up"
"ENSMUSG00000059291.15"	"Rpl11"	1.32270418582773	8.9631354359498	18.0728045801927	0.000125566309894598	"protein_coding"	"ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:1914275]"	67025	"up"
"ENSMUSG00000029145.12"	"Eif2b4"	-1.48440840475286	6.98978156183596	18.0512331236693	0.000126545296857303	"protein_coding"	"eukaryotic translation initiation factor 2B, subunit 4 delta [Source:MGI Symbol;Acc:MGI:95300]"	13667	"down"
"ENSMUSG00000042737.9"	"Dpm3"	2.81908544393919	4.81481572919104	18.0428223985883	0.000126929183051514	"protein_coding"	"dolichyl-phosphate mannosyltransferase polypeptide 3 [Source:MGI Symbol;Acc:MGI:1915813]"	68563	"up"
"ENSMUSG00000025132.13"	"Arhgdia"	-1.29374241903602	9.06276195020222	18.0358472809543	0.000127248476294992	"protein_coding"	"Rho GDP dissociation inhibitor (GDI) alpha [Source:MGI Symbol;Acc:MGI:2178103]"	192662	"down"
"ENSMUSG00000038607.12"	"Gng10"	-1.30269194317362	8.34020934129484	17.9177192308802	0.000132786525144875	"protein_coding"	"guanine nucleotide binding protein (G protein), gamma 10 [Source:MGI Symbol;Acc:MGI:1336169]"	14700	"down"
"ENSMUSG00000040610.7"	"Tlx3"	-1.39734628556348	8.69546336060294	17.7778994857409	0.000139671821498134	"protein_coding"	"T cell leukemia, homeobox 3 [Source:MGI Symbol;Acc:MGI:1351209]"	27140	"down"
"ENSMUSG00000031431.13"	"Tsc22d3"	-1.41741173876956	7.43555512915888	17.7648245250657	0.000140334667931585	"protein_coding"	"TSC22 domain family, member 3 [Source:MGI Symbol;Acc:MGI:1196284]"	14605	"down"
"ENSMUSG00000032468.11"	"Armc8"	-1.34961181656787	7.13359055785736	17.6657983482033	0.000145463907474545	"protein_coding"	"armadillo repeat containing 8 [Source:MGI Symbol;Acc:MGI:1921375]"	74125	"down"
"ENSMUSG00000006412.10"	"Pfdn2"	-1.38235316468029	9.20673971718687	17.6758282103677	0.000146500150370511	"protein_coding"	"prefoldin 2 [Source:MGI Symbol;Acc:MGI:1276111]"	18637	"down"
"ENSMUSG00000030652.11"	"Coq7"	-1.45673407483166	7.46409017928346	17.6413085495513	0.000146762658020899	"protein_coding"	"demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]"	12850	"down"
"ENSMUSG00000045176.3"	"Borcs6"	-1.39983787482667	8.22170910902656	17.6180883864242	0.000148005378365431	"protein_coding"	"BLOC-1 related complex subunit 6 [Source:MGI Symbol;Acc:MGI:1919173]"	71923	"down"
"ENSMUSG00000047786.12"	"Lix1"	1.35860171987196	7.4242537544246	17.6064582857472	0.000148631977823232	"protein_coding"	"limb and CNS expressed 1 [Source:MGI Symbol;Acc:MGI:1913893]"	66643	"up"
"ENSMUSG00000045114.10"	"Prrt2"	-1.29967429588338	8.76112512961404	17.5569491750548	0.000151330881620235	"protein_coding"	"proline-rich transmembrane protein 2 [Source:MGI Symbol;Acc:MGI:1916267]"	69017	"down"
"ENSMUSG00000025130.11"	"P4hb"	1.4140228697931	6.87792230802072	17.554256444615	0.000151479145759916	"protein_coding"	"prolyl 4-hydroxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:97464]"	18453	"up"
"ENSMUSG00000014846.12"	"Tppp3"	1.43942920301389	9.05936216780596	17.7637097808269	0.000153023715530522	"protein_coding"	"tubulin polymerization-promoting protein family member 3 [Source:MGI Symbol;Acc:MGI:1915221]"	67971	"up"
"ENSMUSG00000048970.9"	"C1galt1c1"	-1.49881789073733	6.95279410444521	17.5215963288507	0.000153289692485651	"protein_coding"	"C1GALT1-specific chaperone 1 [Source:MGI Symbol;Acc:MGI:1913493]"	59048	"down"
"ENSMUSG00000026833.18"	"Olfm1"	1.38006488186977	8.17424730045913	17.480839985519	0.000155581139322631	"protein_coding"	"olfactomedin 1 [Source:MGI Symbol;Acc:MGI:1860437]"	56177	"up"
"ENSMUSG00000071072.12"	"Ptges3"	-1.22029522585067	9.15511598785951	17.3516970766391	0.000163083708762508	"protein_coding"	"prostaglandin E synthase 3 [Source:MGI Symbol;Acc:MGI:1929282]"	56351	"down"
"ENSMUSG00000045039.9"	"Megf8"	-1.83049823232299	7.85151820386544	19.2975426413323	0.000163706777430998	"protein_coding"	"multiple EGF-like-domains 8 [Source:MGI Symbol;Acc:MGI:2446294]"	269878	"down"
"ENSMUSG00000043384.15"	"Gprasp1"	-1.28572219699787	8.12269636043779	17.3350824145679	0.000164076302778681	"protein_coding"	"G protein-coupled receptor associated sorting protein 1 [Source:MGI Symbol;Acc:MGI:1917418]"	67298	"down"
"ENSMUSG00000040945.13"	"Rcc2"	-1.33497350812121	8.02729232154008	17.2190928869987	0.000171185808079348	"protein_coding"	"regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]"	108911	"down"
"ENSMUSG00000028165.9"	"Cisd2"	2.27613589879377	5.1690567738638	17.2112096950882	0.000171680654435676	"protein_coding"	"CDGSH iron sulfur domain 2 [Source:MGI Symbol;Acc:MGI:1914256]"	67006	"up"
"ENSMUSG00000038692.8"	"Hoxb4"	-1.72511033128776	5.85808297563768	17.1897960322516	0.000173032473607021	"protein_coding"	"homeobox B4 [Source:MGI Symbol;Acc:MGI:96185]"	15412	"down"
"ENSMUSG00000061979.8"	"Rcc1l"	-2.03623230412301	5.49747320222066	17.0927381468969	0.000179301965229665	"protein_coding"	"reculator of chromosome condensation 1 like [Source:MGI Symbol;Acc:MGI:2137600]"	94254	"down"
"ENSMUSG00000023944.14"	"Hsp90ab1"	-1.10576809118264	13.757240648102	17.0613392970703	0.000181381143451723	"protein_coding"	"heat shock protein 90 alpha (cytosolic), class B member 1 [Source:MGI Symbol;Acc:MGI:96247]"	15516	"down"
"ENSMUSG00000026456.18"	"Cyb5r1"	1.49274641873334	6.88975101072688	17.0535057040315	0.000181903825805486	"protein_coding"	"cytochrome b5 reductase 1 [Source:MGI Symbol;Acc:MGI:1919267]"	72017	"up"
"ENSMUSG00000062184.11"	"Hs6st2"	1.28859090694603	8.06506732060635	17.0450950677959	0.000182466780041923	"protein_coding"	"heparan sulfate 6-O-sulfotransferase 2 [Source:MGI Symbol;Acc:MGI:1354959]"	50786	"up"
"ENSMUSG00000028447.11"	"Dctn3"	1.28393989245257	8.01752835615481	17.023216544634	0.000183939817076986	"protein_coding"	"dynactin 3 [Source:MGI Symbol;Acc:MGI:1859251]"	53598	"up"
"ENSMUSG00000038459.10"	"Abhd17c"	-1.79526315141921	5.69659894572743	16.8941101368614	0.000192891701379156	"protein_coding"	"abhydrolase domain containing 17C [Source:MGI Symbol;Acc:MGI:1917428]"	70178	"down"
"ENSMUSG00000034424.5"	"Gcsh"	1.49957839016952	7.24258827860317	16.8203390025631	0.000198212173410559	"protein_coding"	"glycine cleavage system protein H (aminomethyl carrier) [Source:MGI Symbol;Acc:MGI:1915383]"	68133	"up"
"ENSMUSG00000031021.13"	"Tmem9b"	1.73443740850412	6.44809295252809	16.8735955584148	0.000200479061749798	"protein_coding"	"TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]"	56786	"up"
"ENSMUSG00000053025.13"	"Sv2b"	-1.22796098115627	8.39189624627939	16.6724842951799	0.000209347432171321	"protein_coding"	"synaptic vesicle glycoprotein 2 b [Source:MGI Symbol;Acc:MGI:1927338]"	64176	"down"
"ENSMUSG00000026234.12"	"Ncl"	-1.26608521788632	9.17096189533869	16.6654591814959	0.000209892671078442	"protein_coding"	"nucleolin [Source:MGI Symbol;Acc:MGI:97286]"	17975	"down"
"ENSMUSG00000094483.2"	"Purb"	-1.30497419224459	8.64216525780172	16.5640771082278	0.000217930312405325	"protein_coding"	"purine rich element binding protein B [Source:MGI Symbol;Acc:MGI:1338779]"	19291	"down"
"ENSMUSG00000038400.15"	"Pmepa1"	-1.81599570107901	5.95011096540889	16.5167048258722	0.000221796787041887	"protein_coding"	"prostate transmembrane protein, androgen induced 1 [Source:MGI Symbol;Acc:MGI:1929600]"	65112	"down"
"ENSMUSG00000025135.12"	"Anapc11"	1.21658804981794	8.21245801278726	16.5116069119295	0.000222217167500327	"protein_coding"	"anaphase promoting complex subunit 11 [Source:MGI Symbol;Acc:MGI:1913406]"	66156	"up"
"ENSMUSG00000030666.11"	"Calcb"	1.35128852235452	7.23227151563148	16.5045924870359	0.000222796961038734	"protein_coding"	"calcitonin-related polypeptide, beta [Source:MGI Symbol;Acc:MGI:2151254]"	116903	"up"
"ENSMUSG00000052459.13"	"Atp6v1a"	1.23254215774141	8.06613956543407	16.4909357036782	0.000223930379608298	"protein_coding"	"ATPase, H+ transporting, lysosomal V1 subunit A [Source:MGI Symbol;Acc:MGI:1201780]"	11964	"up"
"ENSMUSG00000056076.13"	"Eif3b"	-1.36044364511305	7.24669902054606	16.4530592657901	0.000227105824210681	"protein_coding"	"eukaryotic translation initiation factor 3, subunit B [Source:MGI Symbol;Acc:MGI:106478]"	27979	"down"
"ENSMUSG00000014668.15"	"Chfr"	-1.72680039679644	6.17361407573589	16.4264392219728	0.000229365986034539	"protein_coding"	"checkpoint with forkhead and ring finger domains [Source:MGI Symbol;Acc:MGI:2444898]"	231600	"down"
"ENSMUSG00000087260.5"	"Lamtor5"	1.87187354860094	5.62027097421257	16.3374110981717	0.000237098953449037	"protein_coding"	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:MGI Symbol;Acc:MGI:1915826]"	68576	"up"
"ENSMUSG00000031144.15"	"Syp"	-1.92844874651988	5.59040938399676	16.3211440353585	0.000238541399777111	"protein_coding"	"synaptophysin [Source:MGI Symbol;Acc:MGI:98467]"	20977	"down"
"ENSMUSG00000045216.7"	"Hs6st1"	-1.26853683029512	7.70797500103982	16.2176874639713	0.000247934703282129	"protein_coding"	"heparan sulfate 6-O-sulfotransferase 1 [Source:MGI Symbol;Acc:MGI:1354958]"	50785	"down"
"ENSMUSG00000025825.12"	"Iscu"	1.47039127945448	6.81032754611881	16.1804290825076	0.000251412525664741	"protein_coding"	"iron-sulfur cluster assembly enzyme [Source:MGI Symbol;Acc:MGI:1913633]"	66383	"up"
"ENSMUSG00000006014.16"	"Prg4"	3.11563437768517	4.33324155668928	16.1755086476936	0.000251875650989392	"protein_coding"	"proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) [Source:MGI Symbol;Acc:MGI:1891344]"	96875	"up"
"ENSMUSG00000058254.12"	"Tspan7"	1.37656333656821	7.03996214700003	16.1602045165277	0.000253321885216517	"protein_coding"	"tetraspanin 7 [Source:MGI Symbol;Acc:MGI:1298407]"	21912	"up"
"ENSMUSG00000025508.13"	"Rplp2"	-1.26292566006916	8.9493152039752	16.115603527132	0.000257586883149467	"protein_coding"	"ribosomal protein, large P2 [Source:MGI Symbol;Acc:MGI:1914436]"	67186	"down"
"ENSMUSG00000026484.13"	"Rnf2"	-1.68648415880164	6.06658550773363	16.1101825521464	0.000258110410902728	"protein_coding"	"ring finger protein 2 [Source:MGI Symbol;Acc:MGI:1101759]"	19821	"down"
"ENSMUSG00000021270.13"	"Hsp90aa1"	-1.19244177813672	11.0143994043665	16.0935083935993	0.000259727762050271	"protein_coding"	"heat shock protein 90, alpha (cytosolic), class A member 1 [Source:MGI Symbol;Acc:MGI:96250]"	15519	"down"
"ENSMUSG00000035172.15"	"Plekhh3"	-2.60076152641189	5.09483409918269	16.2850195690996	0.000262701890485713	"protein_coding"	"pleckstrin homology domain containing, family H (with MyTH4 domain) member 3 [Source:MGI Symbol;Acc:MGI:2384950]"	217198	"down"
"ENSMUSG00000000134.17"	"Tfe3"	-1.58081125336758	6.18360667039813	15.9552341611343	0.000273559487896172	"protein_coding"	"transcription factor E3 [Source:MGI Symbol;Acc:MGI:98511]"	209446	"down"
"ENSMUSG00000026972.15"	"Arrdc1"	-1.57270943477262	6.06595300011893	15.9541620882343	0.000273669717537376	"protein_coding"	"arrestin domain containing 1 [Source:MGI Symbol;Acc:MGI:2446136]"	215705	"down"
"ENSMUSG00000033917.15"	"Gde1"	1.23096861683441	7.64231779000069	15.9350821780517	0.000275639362033572	"protein_coding"	"glycerophosphodiester phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:1891827]"	56209	"up"
"ENSMUSG00000004535.12"	"Tax1bp1"	-1.18194772420736	8.55712654630606	15.9056242089268	0.000278709794538333	"protein_coding"	"Tax1 (human T cell leukemia virus type I) binding protein 1 [Source:MGI Symbol;Acc:MGI:1289308]"	52440	"down"
"ENSMUSG00000047284.14"	"Neurl4"	-1.51080727238266	6.71642057850964	15.8920395660723	0.000280137881999578	"protein_coding"	"neuralized E3 ubiquitin protein ligase 4 [Source:MGI Symbol;Acc:MGI:1921092]"	216860	"down"
"ENSMUSG00000039262.16"	"Prrc2b"	-1.47593939211109	6.94608138468878	15.824637504953	0.000287338697105481	"protein_coding"	"proline-rich coiled-coil 2B [Source:MGI Symbol;Acc:MGI:1923304]"	227723	"down"
"ENSMUSG00000029535.4"	"Triap1"	1.49748075913136	6.81719035545121	15.7653810521064	0.000293830769123915	"protein_coding"	"TP53 regulated inhibitor of apoptosis 1 [Source:MGI Symbol;Acc:MGI:1916326]"	69076	"up"
"ENSMUSG00000029146.14"	"Snx17"	-1.86171194910268	5.8231373097736	15.6774129850817	0.000303755608181364	"protein_coding"	"sorting nexin 17 [Source:MGI Symbol;Acc:MGI:2387801]"	266781	"down"
"ENSMUSG00000064215.13"	"Ifi27"	1.28651832091883	7.131511670481	15.6203271846682	0.00031038514156586	"protein_coding"	"interferon, alpha-inducible protein 27 [Source:MGI Symbol;Acc:MGI:1277180]"	52668	"up"
"ENSMUSG00000033728.14"	"Lrrc14"	-1.27403601380435	7.13772523125159	15.546804397797	0.000319149469252264	"protein_coding"	"leucine rich repeat containing 14 [Source:MGI Symbol;Acc:MGI:2445060]"	223664	"down"
"ENSMUSG00000003444.8"	"Med29"	-1.60846919477996	6.07549479727871	15.5357907200854	0.000320484705772405	"protein_coding"	"mediator complex subunit 29 [Source:MGI Symbol;Acc:MGI:1914474]"	67224	"down"
"ENSMUSG00000042747.12"	"Krtcap2"	-1.40274804824394	6.98807660220845	15.5227880351832	0.000322068676047724	"protein_coding"	"keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309]"	66059	"down"
"ENSMUSG00000002846.9"	"Timmdc1"	-1.54349915759269	6.11446900478379	15.4574113353414	0.000330159034365218	"protein_coding"	"translocase of inner mitochondrial membrane domain containing 1 [Source:MGI Symbol;Acc:MGI:1922139]"	76916	"down"
"ENSMUSG00000092417.3"	"Gpank1"	-1.76034753143702	5.86604572645487	15.3953279422517	0.000338040720833537	"protein_coding"	"G patch domain and ankyrin repeats 1 [Source:MGI Symbol;Acc:MGI:2148975]"	81845	"down"
"ENSMUSG00000084786.9"	"Ubl5"	1.78976515301328	5.95761486567876	15.3912886041926	0.000338560365772723	"protein_coding"	"ubiquitin-like 5 [Source:MGI Symbol;Acc:MGI:1913427]"	66177	"up"
"ENSMUSG00000029221.15"	"Slc30a9"	1.26832031984244	7.4510237177154	15.3904584299825	0.000338667268892673	"protein_coding"	"solute carrier family 30 (zinc transporter), member 9 [Source:MGI Symbol;Acc:MGI:1923690]"	109108	"up"
"ENSMUSG00000040174.14"	"Alkbh3"	5.6554348041302	3.2478529729772	15.3833786467681	0.000339580395846993	"protein_coding"	"alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase [Source:MGI Symbol;Acc:MGI:1916363]"	69113	"up"
"ENSMUSG00000059316.2"	"Slc27a4"	-1.19331236035957	8.06017002064474	15.3583604604981	0.000342828044261575	"protein_coding"	"solute carrier family 27 (fatty acid transporter), member 4 [Source:MGI Symbol;Acc:MGI:1347347]"	26569	"down"
"ENSMUSG00000030609.18"	"Aen"	-1.27896292417759	7.23737782528	15.3521860156411	0.000343634594574143	"protein_coding"	"apoptosis enhancing nuclease [Source:MGI Symbol;Acc:MGI:1915298]"	68048	"down"
